municipio_distrito;casos_confirmados_P60mas_ultimos_14dias;tasa_incidencia_acumulada_P60mas_ultimos_14dias;codigo_geometria
Ribatejada;;523,56;1224
Villaconejos;;357,14;1701
Valdetorres de Jarama;;478,47;1646
Pozuelo de Alarcón;239;1144,86;1150
Madrid-Retiro;281;718,58;79603
Madrid-Salamanca;345;780,72;79604
Madrid-Centro;234;781,02;79601
Madrid-Arganzuela;419;1017,39;79602
Madrid-Chamartín;353;814,38;79605
Madrid-Tetuán;322;808,46;79606
Madrid-Chamberí;343;811,28;79607
Madrid-Fuencarral-El Pardo;474;719,98;79608
Madrid-Moncloa-Aravaca;352;1033,53;79609
Madrid-Latina;736;1019,56;79610
Madrid-Carabanchel;578;929,5;79611
Madrid-Usera;261;834,45;79612
Madrid-Puente de Vallecas;476;832,15;79613
Madrid-San Blas - Canillejas;412;1087,39;79620
Madrid-Barajas;179;1548,04;79621
Madrid-Moratalaz;318;1029,56;79614
Madrid-Ciudad Lineal;591;932,91;79615
Madrid-Hortaleza;456;977,76;79616
Madrid-Villaverde;313;919,24;79617
Madrid-Villa de Vallecas;149;741,96;79618
Madrid-Vicálvaro;136;940,33;79619
Alcorcón;404;869,04;72
Navalcarnero;29;576,43;967
San Agustín del Guadalix;17;822,85;1296
Las Rozas de Madrid;172;917,87;1277
Moraleja de Enmedio;15;1454,9;894
Valdaracete;6;3278,69;1551
Pozuelo del Rey;;555,56;1163
Puebla de la Sierra;;17391,3;1185
Perales de Tajuña;;291,12;1104
Valdemorillo;8;306,16;1603
Navalafuente;;367,65;941
Velilla de San Antonio;14;748,26;1678
Villanueva de la Cañada;27;706,99;1760
Villanueva del Pardillo;23;1065,8;1776
Nuevo Baztán;9;655,98;1006
Villamantilla;;416,67;1757
Villamanta;;573,07;1744
Cabanillas de la Sierra;;2645,5;297
Cenicientos;20;2911,21;376
Puentes Viejas;;515,46;9020
Aranjuez;141;1040,28;133
Cercedilla;11;616,25;382
Santorcaz;;0;1369
Coslada;242;1038,09;493
Morata de Tajuña;12;657,17;915
Robregordo;;0;1261
Navarredonda y San Mamés;;0;973
Venturada;;655,02;1697
Navacerrada;7;865,27;936
Montejo de la Sierra;;813,01;881
Fresno de Torote;;439,56;571
Pinilla del Valle;;0;1126
Valdemaqueda;;420,17;1599
Navas del Rey;13;1766,3;992
Olmeda de las Fuentes;;0;1013
Bustarviejo;;859,11;284
Becerril de la Sierra;11;804,68;186
Fuenlabrada;523;1202,58;587
Garganta de los Montes;;0;626
Pinto;86;911,21;1132
Alameda del Valle;;1315,79;35
Berzosa del Lozoya;;2469,14;203
Los Santos de la Humosa;;249,38;1375
El Álamo;15;664,01;40
Pelayos de la Presa;;702,25;1090
Galapagar;55;792,05;611
Griñón;20;907,44;663
Gargantilla del Lozoya y Pinilla de Buitrago;;1960,78;632
Aldea del Fresno;13;1688,31;88
Carabaña;11;2254,1;357
Talamanca de Jarama;;688,71;1454
Chapinería;;369;513
Ciempozuelos;36;724,05;409
Ajalvir;7;979,02;29
San Lorenzo de El Escorial;19;422,88;1317
Gascones;;0;647
San Martín de la Vega;14;464,96;1322
Móstoles;625;1082,4;920
Leganés;638;1223,56;745
Braojos;;5769,23;246
Cubas de la Sagra;10;1014,2;506
Algete;23;556,9;91
Mejorada del Campo;40;859,85;843
Loeches;9;769,23;758
Parla;199;877,39;1065
Fuentidueña de Tajo;7;1228,07;604
Ambite;;1785,71;112
Torremocha de Jarama;;564,97;1533
Anchuelo;6;2247,19;127
Los Molinos;;327,6;875
Soto del Real;27;1256,4;1441
Valverde de Alcalá;;1694,92;1662
Fuente el Saz de Jarama;;286,33;590
Horcajo de la Sierra-Aoslos;;0;702
Valdeolmos-Alalpardo;10;1515,15;1625
Campo Real;8;702,37;339
Valdeavero;10;3215,43;1564
Villamanrique de Tajo;;2347,42;1739
Cobeña;12;1131,01;416
Fresnedillas de la Oliva;7;2134,15;565
Valdilecha;8;1309,33;1659
El Berrueco;;401,61;210
Pezuela de las Torres;;1568,63;1111
Villar del Olmo;10;2227,17;1795
Guadarrama;42;1093,47;685
San Martín de Valdeiglesias;16;711,11;1338
Torrelodones;52;1077,5;1527
Boadilla del Monte;112;1228,74;225
Torrejón de Velasco;12;1463,41;1505
Villanueva de Perales;;714,29;1782
Tielmes;;662,25;1467
San Sebastián de los Reyes;190;1035,42;1343
Guadalix de la Sierra;15;1169,13;679
Humanes de Madrid;28;992,2;730
Chinchón;16;1111,11;528
Cadalso de los Vidrios;26;2908,28;318
Hoyo de Manzanares;9;477,71;724
Torrejón de la Calzada;27;1791,64;1492
Estremera;;721,15;552
Corpa;;0;480
Meco;13;631,99;838
Madarcos;;0;783
Zarzalejo;;237,53;1837
Arganda del Rey;66;649,86;148
Collado Mediano;14;904,98;468
Daganzo de Arriba;;316,46;534
Manzanares El Real;28;1671,64;822
Buitrago del Lozoya;;1048,22;278
Valdelaguna;;0;1570
Valdepiélagos;;2325,58;1631
Casarrubuelos;;773,99;360
Miraflores de la Sierra;12;866,43;856
Paracuellos de Jarama;38;1273,89;1049
El Vellón;;699,3;1684
Lozoya;;483,09;761
Collado Villalba;111;842,31;474
Colmenarejo;17;1025,33;442
Villavieja del Lozoya;;0;1821
Prádena del Rincón;;0;1179
La Cabrera;9;1406,25;301
Sevilla la Nueva;18;1212,12;1415
La Acebeda;;5882,35;14
Redueña;;0;1219
Robledillo de la Jara;;0;1245
La Serna del Monte;;0;1381
Colmenar de Oreja;14;669,22;437
Rozas de Puerto Real;;995,02;1283
Valdemanco;;387,6;1586
Brunete;18;963,6;262
Titulcia;6;1986,75;1473
Villa del Prado;27;1702,4;1718
Lozoyuela-Navas-Sieteiglesias;;828,73;9015
Quijorna;6;1011,8;1198
Valdemoro;72;655,74;1610
Tres Cantos;83;825,54;9036
Torrelaguna;18;1660,52;1512
Rivas-Vaciamadrid;97;706,38;1230
El Atazar;;0;164
Pedrezuela;6;634,25;1087
Santa María de la Alameda;13;3333,33;1356
Horcajuelo de la Sierra;;0;719
Arroyomolinos;14;435,59;151
Moralzarzal;31;1232,6;908
Canencia;;1190,48;344
Villarejo de Salvanés;14;806,45;1809
Serranillos del Valle;15;1992,03;1408
Villaviciosa de Odón;46;623,9;1816
Camarma de Esteruelas;11;890,69;323
Robledo de Chavela;7;596,76;1258
Patones;;1069,52;1071
Navalagamella;8;1535,51;954
Rascafría;;843,17;1202
El Boalo;14;1003,58;231
Majadahonda;94;576,65;800
Batres;;1058,2;170
Alcobendas;248;962,88;66
Alcalá de Henares;495;1022,88;53
Colmenar Viejo;88;876,67;455
San Fernando de Henares;117;1314,61;1300
Villalbilla;10;447,63;1723
El Escorial;27;639,51;549
Colmenar del Arroyo;;641,03;421
Torrejón de Ardoz;215;792,16;1489
Piñuécar-Gandullas;;0;1147
Brea de Tajo;;1075,27;259
El Molar;15;952,38;869
Belmonte de Tajo;7;1658,77;199
Torres de la Alameda;9;577,66;1548
Somosierra;;3333,33;1436
Alpedrete;14;484,43;105
Orusco de Tajuña;;869,57;1028
La Hiruela;;0;698
Cervera de Buitrago;;0;395
Getafe;475;1059,18;650
Ribatejada;;523,56;1224
Villaconejos;;238,1;1701
Valdetorres de Jarama;;191,39;1646
Pozuelo de Alarcón;225;1077,79;1150
Madrid-Retiro;232;593,27;79603
Madrid-Salamanca;265;599,68;79604
Madrid-Centro;185;617,47;79601
Madrid-Arganzuela;365;886,27;79602
Madrid-Chamartín;276;636,74;79605
Madrid-Tetuán;240;602,58;79606
Madrid-Chamberí;262;619,69;79607
Madrid-Fuencarral-El Pardo;467;709,35;79608
Madrid-Moncloa-Aravaca;307;901,4;79609
Madrid-Latina;580;803,46;79610
Madrid-Carabanchel;498;800,85;79611
Madrid-Usera;219;700,17;79612
Madrid-Puente de Vallecas;397;694,04;79613
Madrid-San Blas - Canillejas;349;921,11;79620
Madrid-Barajas;174;1504,8;79621
Madrid-Moratalaz;258;835,3;79614
Madrid-Ciudad Lineal;466;735,6;79615
Madrid-Hortaleza;426;913,44;79616
Madrid-Villaverde;303;889,87;79617
Madrid-Villa de Vallecas;117;582,61;79618
Madrid-Vicálvaro;120;829,7;79619
Alcorcón;369;793,75;72
Navalcarnero;38;755,32;967
San Agustín del Guadalix;16;774,44;1296
Las Rozas de Madrid;131;699,08;1277
Moraleja de Enmedio;15;1454,9;894
Valdaracete;;2732,24;1551
Pozuelo del Rey;;1666,67;1163
Puebla de la Sierra;;13043,48;1185
Perales de Tajuña;;291,12;1104
Valdemorillo;12;459,24;1603
Navalafuente;;735,29;941
Velilla de San Antonio;15;801,71;1678
Villanueva de la Cañada;34;890,29;1760
Villanueva del Pardillo;27;1251,16;1776
Nuevo Baztán;11;801,75;1006
Villamantilla;;0;1757
Villamanta;;286,53;1744
Cabanillas de la Sierra;6;3174,6;297
Cenicientos;12;1746,72;376
Puentes Viejas;;515,46;9020
Aranjuez;116;855,84;133
Cercedilla;8;448,18;382
Santorcaz;;438,6;1369
Coslada;217;930,85;493
Morata de Tajuña;7;383,35;915
Robregordo;;0;1261
Navarredonda y San Mamés;;0;973
Venturada;;436,68;1697
Navacerrada;12;1483,31;936
Montejo de la Sierra;;0;881
Fresno de Torote;;879,12;571
Pinilla del Valle;;1333,33;1126
Valdemaqueda;;840,34;1599
Navas del Rey;10;1358,7;992
Olmeda de las Fuentes;;0;1013
Bustarviejo;6;1030,93;284
Becerril de la Sierra;6;438,92;186
Fuenlabrada;475;1092,21;587
Garganta de los Montes;;0;626
Pinto;73;773,47;1132
Alameda del Valle;;1315,79;35
Berzosa del Lozoya;;1234,57;203
Los Santos de la Humosa;;0;1375
El Álamo;18;796,81;40
Pelayos de la Presa;24;3370,79;1090
Galapagar;48;691,24;611
Griñón;20;907,44;663
Gargantilla del Lozoya y Pinilla de Buitrago;;1960,78;632
Aldea del Fresno;12;1558,44;88
Carabaña;12;2459,02;357
Talamanca de Jarama;;275,48;1454
Chapinería;;369;513
Ciempozuelos;26;522,93;409
Ajalvir;11;1538,46;29
San Lorenzo de El Escorial;36;801,25;1317
Gascones;;0;647
San Martín de la Vega;17;564,6;1322
Móstoles;540;935,19;920
Leganés;608;1166,02;745
Braojos;;0;246
Cubas de la Sagra;10;1014,2;506
Algete;59;1428,57;91
Mejorada del Campo;32;687,88;843
Loeches;;427,35;758
Parla;163;718,66;1065
Fuentidueña de Tajo;;877,19;604
Ambite;;595,24;112
Torremocha de Jarama;;1129,94;1533
Anchuelo;;749,06;127
Los Molinos;;327,6;875
Soto del Real;22;1023,73;1441
Valverde de Alcalá;;847,46;1662
Fuente el Saz de Jarama;;214,75;590
Horcajo de la Sierra-Aoslos;;0;702
Valdeolmos-Alalpardo;9;1363,64;1625
Campo Real;10;877,96;339
Valdeavero;;1286,17;1564
Villamanrique de Tajo;;1408,45;1739
Cobeña;12;1131,01;416
Fresnedillas de la Oliva;;914,63;565
Valdilecha;;818,33;1659
El Berrueco;;803,21;210
Pezuela de las Torres;6;2352,94;1111
Villar del Olmo;8;1781,74;1795
Guadarrama;62;1614,16;685
San Martín de Valdeiglesias;19;844,44;1338
Torrelodones;29;600,91;1527
Boadilla del Monte;80;877,67;225
Torrejón de Velasco;10;1219,51;1505
Villanueva de Perales;;1428,57;1782
Tielmes;16;2649,01;1467
San Sebastián de los Reyes;204;1111,72;1343
Guadalix de la Sierra;12;935,31;679
Humanes de Madrid;27;956,77;730
Chinchón;6;416,67;528
Cadalso de los Vidrios;22;2460,85;318
Hoyo de Manzanares;8;424,63;724
Torrejón de la Calzada;21;1393,5;1492
Estremera;11;2644,23;552
Corpa;;645,16;480
Meco;15;729,22;838
Madarcos;;0;783
Zarzalejo;;475,06;1837
Arganda del Rey;78;768,02;148
Collado Mediano;7;452,49;468
Daganzo de Arriba;10;791,14;534
Manzanares El Real;19;1134,33;822
Buitrago del Lozoya;;419,29;278
Valdelaguna;;854,7;1570
Valdepiélagos;;3100,78;1631
Casarrubuelos;;154,8;360
Miraflores de la Sierra;7;505,42;856
Paracuellos de Jarama;28;938,65;1049
El Vellón;;0;1684
Lozoya;;966,18;761
Collado Villalba;93;705,72;474
Colmenarejo;;241,25;442
Villavieja del Lozoya;;0;1821
Prádena del Rincón;;0;1179
La Cabrera;8;1250;301
Sevilla la Nueva;17;1144,78;1415
La Acebeda;;0;14
Redueña;;0;1219
Robledillo de la Jara;;0;1245
La Serna del Monte;;0;1381
Colmenar de Oreja;22;1051,63;437
Rozas de Puerto Real;;0;1283
Valdemanco;;1162,79;1586
Brunete;15;803;262
Titulcia;;1655,63;1473
Villa del Prado;27;1702,4;1718
Lozoyuela-Navas-Sieteiglesias;;1104,97;9015
Quijorna;6;1011,8;1198
Valdemoro;91;828,78;1610
Tres Cantos;93;925;9036
Torrelaguna;15;1383,76;1512
Rivas-Vaciamadrid;97;706,38;1230
El Atazar;;0;164
Pedrezuela;9;951,37;1087
Santa María de la Alameda;;1282,05;1356
Horcajuelo de la Sierra;;0;719
Arroyomolinos;21;653,39;151
Moralzarzal;18;715,71;908
Canencia;;595,24;344
Villarejo de Salvanés;14;806,45;1809
Serranillos del Valle;8;1062,42;1408
Villaviciosa de Odón;44;596,77;1816
Camarma de Esteruelas;;242,91;323
Robledo de Chavela;15;1278,77;1258
Patones;;0;1071
Navalagamella;7;1343,57;954
Rascafría;10;1686,34;1202
El Boalo;16;1146,95;231
Majadahonda;101;619,59;800
Batres;;1058,2;170
Alcobendas;212;823,11;66
Alcalá de Henares;429;886,49;53
Colmenar Viejo;73;727,24;455
San Fernando de Henares;85;955,06;1300
Villalbilla;12;537,15;1723
El Escorial;27;639,51;549
Colmenar del Arroyo;;427,35;421
Torrejón de Ardoz;179;659,52;1489
Piñuécar-Gandullas;;0;1147
Brea de Tajo;;2150,54;259
El Molar;8;507,94;869
Belmonte de Tajo;;473,93;199
Torres de la Alameda;17;1091,14;1548
Somosierra;;0;1436
Alpedrete;13;449,83;105
Orusco de Tajuña;;869,57;1028
La Hiruela;;0;698
Cervera de Buitrago;;0;395
Getafe;458;1021,27;650
Ribatejada;;0;1224
Villaconejos;;238,1;1701
Valdetorres de Jarama;6;574,16;1646
Pozuelo de Alarcón;143;685;1150
Madrid-Retiro;244;623,96;79603
Madrid-Salamanca;248;561,21;79604
Madrid-Centro;138;460,6;79601
Madrid-Arganzuela;306;743,01;79602
Madrid-Chamartín;306;705,95;79605
Madrid-Tetuán;208;522,23;79606
Madrid-Chamberí;247;584,21;79607
Madrid-Fuencarral-El Pardo;481;730,61;79608
Madrid-Moncloa-Aravaca;275;807,45;79609
Madrid-Latina;526;728,65;79610
Madrid-Carabanchel;433;696,32;79611
Madrid-Usera;193;617,05;79612
Madrid-Puente de Vallecas;338;590,9;79613
Madrid-San Blas - Canillejas;313;826,1;79620
Madrid-Barajas;153;1323,19;79621
Madrid-Moratalaz;220;712,27;79614
Madrid-Ciudad Lineal;378;596,69;79615
Madrid-Hortaleza;370;793,36;79616
Madrid-Villaverde;257;754,77;79617
Madrid-Villa de Vallecas;110;547,75;79618
Madrid-Vicálvaro;94;649,93;79619
Alcorcón;385;828,17;72
Navalcarnero;44;874,58;967
San Agustín del Guadalix;13;629,24;1296
Las Rozas de Madrid;93;496,29;1277
Moraleja de Enmedio;11;1066,93;894
Valdaracete;;2185,79;1551
Pozuelo del Rey;;1111,11;1163
Puebla de la Sierra;;0;1185
Perales de Tajuña;;436,68;1104
Valdemorillo;10;382,7;1603
Navalafuente;;735,29;941
Velilla de San Antonio;14;748,26;1678
Villanueva de la Cañada;45;1178,32;1760
Villanueva del Pardillo;15;695,09;1776
Nuevo Baztán;17;1239,07;1006
Villamantilla;;0;1757
Villamanta;10;1432,66;1744
Cabanillas de la Sierra;;2116,4;297
Cenicientos;6;873,36;376
Puentes Viejas;;515,46;9020
Aranjuez;92;678,77;133
Cercedilla;8;448,18;382
Santorcaz;;438,6;1369
Coslada;189;810,74;493
Morata de Tajuña;12;657,17;915
Robregordo;;0;1261
Navarredonda y San Mamés;;0;973
Venturada;;436,68;1697
Navacerrada;7;865,27;936
Montejo de la Sierra;;0;881
Fresno de Torote;;879,12;571
Pinilla del Valle;;1333,33;1126
Valdemaqueda;;1680,67;1599
Navas del Rey;9;1222,83;992
Olmeda de las Fuentes;;0;1013
Bustarviejo;;859,11;284
Becerril de la Sierra;;365,76;186
Fuenlabrada;408;938,15;587
Garganta de los Montes;;0;626
Pinto;85;900,61;1132
Alameda del Valle;;2631,58;35
Berzosa del Lozoya;;0;203
Los Santos de la Humosa;;0;1375
El Álamo;20;885,35;40
Pelayos de la Presa;31;4353,93;1090
Galapagar;33;475,23;611
Griñón;18;816,7;663
Gargantilla del Lozoya y Pinilla de Buitrago;;0;632
Aldea del Fresno;18;2337,66;88
Carabaña;;1024,59;357
Talamanca de Jarama;;550,96;1454
Chapinería;;369;513
Ciempozuelos;19;382,14;409
Ajalvir;6;839,16;29
San Lorenzo de El Escorial;39;868,02;1317
Gascones;;0;647
San Martín de la Vega;14;464,96;1322
Móstoles;511;884,97;920
Leganés;515;987,67;745
Braojos;;7692,31;246
Cubas de la Sagra;10;1014,2;506
Algete;70;1694,92;91
Mejorada del Campo;21;451,42;843
Loeches;;170,94;758
Parla;141;621,67;1065
Fuentidueña de Tajo;6;1052,63;604
Ambite;;0;112
Torremocha de Jarama;6;1694,92;1533
Anchuelo;;749,06;127
Los Molinos;6;491,4;875
Soto del Real;15;698;1441
Valverde de Alcalá;;0;1662
Fuente el Saz de Jarama;6;429,49;590
Horcajo de la Sierra-Aoslos;;0;702
Valdeolmos-Alalpardo;;757,58;1625
Campo Real;6;526,78;339
Valdeavero;;643,09;1564
Villamanrique de Tajo;;938,97;1739
Cobeña;9;848,26;416
Fresnedillas de la Oliva;;914,63;565
Valdilecha;;491;1659
El Berrueco;;1606,43;210
Pezuela de las Torres;;784,31;1111
Villar del Olmo;;890,87;1795
Guadarrama;45;1171,57;685
San Martín de Valdeiglesias;14;622,22;1338
Torrelodones;25;518,03;1527
Boadilla del Monte;48;526,6;225
Torrejón de Velasco;9;1097,56;1505
Villanueva de Perales;;1428,57;1782
Tielmes;16;2649,01;1467
San Sebastián de los Reyes;199;1084,47;1343
Guadalix de la Sierra;20;1558,85;679
Humanes de Madrid;35;1240,26;730
Chinchón;;347,22;528
Cadalso de los Vidrios;9;1006,71;318
Hoyo de Manzanares;10;530,79;724
Torrejón de la Calzada;18;1194,43;1492
Estremera;22;5288,46;552
Corpa;;1290,32;480
Meco;10;486,14;838
Madarcos;;0;783
Zarzalejo;;712,59;1837
Arganda del Rey;90;886,18;148
Collado Mediano;6;387,85;468
Daganzo de Arriba;15;1186,71;534
Manzanares El Real;13;776,12;822
Buitrago del Lozoya;;628,93;278
Valdelaguna;;854,7;1570
Valdepiélagos;;3875,97;1631
Casarrubuelos;;464,4;360
Miraflores de la Sierra;8;577,62;856
Paracuellos de Jarama;16;536,37;1049
El Vellón;;0;1684
Lozoya;;483,09;761
Collado Villalba;95;720,9;474
Colmenarejo;;301,57;442
Villavieja del Lozoya;;1149,43;1821
Prádena del Rincón;;4878,05;1179
La Cabrera;7;1093,75;301
Sevilla la Nueva;20;1346,8;1415
La Acebeda;;0;14
Redueña;;0;1219
Robledillo de la Jara;;0;1245
La Serna del Monte;;0;1381
Colmenar de Oreja;18;860,42;437
Rozas de Puerto Real;;0;1283
Valdemanco;;1937,98;1586
Brunete;9;481,8;262
Titulcia;;0;1473
Villa del Prado;21;1324,09;1718
Lozoyuela-Navas-Sieteiglesias;;828,73;9015
Quijorna;;674,54;1198
Valdemoro;120;1092,9;1610
Tres Cantos;118;1173,66;9036
Torrelaguna;9;830,26;1512
Rivas-Vaciamadrid;92;669,97;1230
El Atazar;;0;164
Pedrezuela;16;1691,33;1087
Santa María de la Alameda;;1282,05;1356
Horcajuelo de la Sierra;;0;719
Arroyomolinos;29;902,3;151
Moralzarzal;21;834,99;908
Canencia;;1190,48;344
Villarejo de Salvanés;16;921,66;1809
Serranillos del Valle;11;1460,82;1408
Villaviciosa de Odón;43;583,21;1816
Camarma de Esteruelas;;404,86;323
Robledo de Chavela;20;1705,03;1258
Patones;;0;1071
Navalagamella;8;1535,51;954
Rascafría;6;1011,8;1202
El Boalo;12;860,22;231
Majadahonda;95;582,79;800
Batres;;1058,2;170
Alcobendas;257;997,83;66
Alcalá de Henares;363;750,11;53
Colmenar Viejo;91;906,56;455
San Fernando de Henares;89;1000;1300
Villalbilla;15;671,44;1723
El Escorial;25;592,14;549
Colmenar del Arroyo;;427,35;421
Torrejón de Ardoz;186;685,31;1489
Piñuécar-Gandullas;;0;1147
Brea de Tajo;;1612,9;259
El Molar;7;444,44;869
Belmonte de Tajo;;710,9;199
Torres de la Alameda;28;1797,18;1548
Somosierra;;0;1436
Alpedrete;19;657,44;105
Orusco de Tajuña;;1159,42;1028
La Hiruela;;0;698
Cervera de Buitrago;;0;395
Getafe;442;985,6;650
Ribatejada;;0;1224
Villaconejos;;119,05;1701
Valdetorres de Jarama;8;765,55;1646
Pozuelo de Alarcón;128;613,14;1150
Madrid-Retiro;272;695,56;79603
Madrid-Salamanca;258;583,84;79604
Madrid-Centro;141;470,61;79601
Madrid-Arganzuela;268;650,74;79602
Madrid-Chamartín;330;761,32;79605
Madrid-Tetuán;241;605,09;79606
Madrid-Chamberí;251;593,68;79607
Madrid-Fuencarral-El Pardo;485;736,69;79608
Madrid-Moncloa-Aravaca;297;872,04;79609
Madrid-Latina;490;678,78;79610
Madrid-Carabanchel;426;685,06;79611
Madrid-Usera;182;581,88;79612
Madrid-Puente de Vallecas;367;641,6;79613
Madrid-San Blas - Canillejas;291;768,03;79620
Madrid-Barajas;149;1288,59;79621
Madrid-Moratalaz;223;721,99;79614
Madrid-Ciudad Lineal;381;601,42;79615
Madrid-Hortaleza;388;831,96;79616
Madrid-Villaverde;213;625,55;79617
Madrid-Villa de Vallecas;103;512,9;79618
Madrid-Vicálvaro;97;670,68;79619
Alcorcón;380;817,42;72
Navalcarnero;35;695,69;967
San Agustín del Guadalix;10;484,03;1296
Las Rozas de Madrid;127;677,73;1277
Moraleja de Enmedio;10;969,93;894
Valdaracete;7;3825,14;1551
Pozuelo del Rey;;0;1163
Puebla de la Sierra;;0;1185
Perales de Tajuña;;291,12;1104
Valdemorillo;9;344,43;1603
Navalafuente;;0;941
Velilla de San Antonio;21;1122,39;1678
Villanueva de la Cañada;56;1466,35;1760
Villanueva del Pardillo;11;509,73;1776
Nuevo Baztán;13;947,52;1006
Villamantilla;;833,33;1757
Villamanta;12;1719,2;1744
Cabanillas de la Sierra;;529,1;297
Cenicientos;12;1746,72;376
Puentes Viejas;;1030,93;9020
Aranjuez;87;641,88;133
Cercedilla;13;728,29;382
Santorcaz;;0;1369
Coslada;198;849,35;493
Morata de Tajuña;18;985,76;915
Robregordo;;0;1261
Navarredonda y San Mamés;;0;973
Venturada;;436,68;1697
Navacerrada;;370,83;936
Montejo de la Sierra;;0;881
Fresno de Torote;;439,56;571
Pinilla del Valle;;4000;1126
Valdemaqueda;7;2941,18;1599
Navas del Rey;6;815,22;992
Olmeda de las Fuentes;;2702,7;1013
Bustarviejo;;687,29;284
Becerril de la Sierra;7;512,07;186
Fuenlabrada;427;981,83;587
Garganta de los Montes;;813,01;626
Pinto;76;805,26;1132
Alameda del Valle;;2631,58;35
Berzosa del Lozoya;10;12345,68;203
Los Santos de la Humosa;;0;1375
El Álamo;19;841,08;40
Pelayos de la Presa;11;1544,94;1090
Galapagar;34;489,63;611
Griñón;18;816,7;663
Gargantilla del Lozoya y Pinilla de Buitrago;;980,39;632
Aldea del Fresno;16;2077,92;88
Carabaña;9;1844,26;357
Talamanca de Jarama;14;1928,37;1454
Chapinería;;184,5;513
Ciempozuelos;26;522,93;409
Ajalvir;;559,44;29
San Lorenzo de El Escorial;33;734,48;1317
Gascones;;0;647
San Martín de la Vega;10;332,12;1322
Móstoles;526;910,95;920
Leganés;476;912,87;745
Braojos;;7692,31;246
Cubas de la Sagra;7;709,94;506
Algete;39;944,31;91
Mejorada del Campo;26;558,9;843
Loeches;;256,41;758
Parla;135;595,21;1065
Fuentidueña de Tajo;7;1228,07;604
Ambite;;2380,95;112
Torremocha de Jarama;7;1977,4;1533
Anchuelo;;749,06;127
Los Molinos;10;819;875
Soto del Real;17;791,07;1441
Valverde de Alcalá;;0;1662
Fuente el Saz de Jarama;7;501,07;590
Horcajo de la Sierra-Aoslos;;0;702
Valdeolmos-Alalpardo;;606,06;1625
Campo Real;;87,8;339
Valdeavero;;964,63;1564
Villamanrique de Tajo;;1408,45;1739
Cobeña;6;565,5;416
Fresnedillas de la Oliva;;609,76;565
Valdilecha;;654,66;1659
El Berrueco;;2008,03;210
Pezuela de las Torres;;1176,47;1111
Villar del Olmo;;890,87;1795
Guadarrama;29;755,01;685
San Martín de Valdeiglesias;12;533,33;1338
Torrelodones;40;828,84;1527
Boadilla del Monte;47;515,63;225
Torrejón de Velasco;10;1219,51;1505
Villanueva de Perales;;357,14;1782
Tielmes;;827,81;1467
San Sebastián de los Reyes;179;975,48;1343
Guadalix de la Sierra;19;1480,9;679
Humanes de Madrid;40;1417,43;730
Chinchón;;277,78;528
Cadalso de los Vidrios;13;1454,14;318
Hoyo de Manzanares;14;743,1;724
Torrejón de la Calzada;22;1459,85;1492
Estremera;15;3605,77;552
Corpa;;1290,32;480
Meco;13;631,99;838
Madarcos;;0;783
Zarzalejo;;950,12;1837
Arganda del Rey;112;1102,8;148
Collado Mediano;;323,21;468
Daganzo de Arriba;12;949,37;534
Manzanares El Real;10;597,01;822
Buitrago del Lozoya;;628,93;278
Valdelaguna;;427,35;1570
Valdepiélagos;;775,19;1631
Casarrubuelos;;773,99;360
Miraflores de la Sierra;12;866,43;856
Paracuellos de Jarama;8;268,19;1049
El Vellón;;0;1684
Lozoya;;0;761
Collado Villalba;93;705,72;474
Colmenarejo;;301,57;442
Villavieja del Lozoya;;1149,43;1821
Prádena del Rincón;;2439,02;1179
La Cabrera;;625;301
Sevilla la Nueva;25;1683,5;1415
La Acebeda;;0;14
Redueña;;0;1219
Robledillo de la Jara;;2439,02;1245
La Serna del Monte;;0;1381
Colmenar de Oreja;15;717,02;437
Rozas de Puerto Real;;497,51;1283
Valdemanco;;1937,98;1586
Brunete;6;321,2;262
Titulcia;;0;1473
Villa del Prado;19;1197,98;1718
Lozoyuela-Navas-Sieteiglesias;7;1933,7;9015
Quijorna;;505,9;1198
Valdemoro;141;1284,15;1610
Tres Cantos;112;1113,98;9036
Torrelaguna;12;1107,01;1512
Rivas-Vaciamadrid;93;677,25;1230
El Atazar;;0;164
Pedrezuela;14;1479,92;1087
Santa María de la Alameda;7;1794,87;1356
Horcajuelo de la Sierra;;2941,18;719
Arroyomolinos;28;871,19;151
Moralzarzal;21;834,99;908
Canencia;;2380,95;344
Villarejo de Salvanés;18;1036,87;1809
Serranillos del Valle;15;1992,03;1408
Villaviciosa de Odón;43;583,21;1816
Camarma de Esteruelas;8;647,77;323
Robledo de Chavela;18;1534,53;1258
Patones;;2139,04;1071
Navalagamella;7;1343,57;954
Rascafría;;337,27;1202
El Boalo;15;1075,27;231
Majadahonda;84;515,31;800
Batres;;529,1;170
Alcobendas;254;986,18;66
Alcalá de Henares;400;826,57;53
Colmenar Viejo;119;1185,5;455
San Fernando de Henares;95;1067,42;1300
Villalbilla;10;447,63;1723
El Escorial;25;592,14;549
Colmenar del Arroyo;;641,03;421
Torrejón de Ardoz;169;622,67;1489
Piñuécar-Gandullas;;0;1147
Brea de Tajo;;537,63;259
El Molar;11;698,41;869
Belmonte de Tajo;;947,87;199
Torres de la Alameda;44;2824,13;1548
Somosierra;;0;1436
Alpedrete;27;934,26;105
Orusco de Tajuña;;289,86;1028
La Hiruela;;0;698
Cervera de Buitrago;;0;395
